RegionName,SubRegionName,CountryName,Year,Count
Asia,Eastern Asia,Mongolia,2003,825
Asia,Eastern Asia,Mongolia,2004,655
Asia,Eastern Asia,Mongolia,2005,584
Asia,Eastern Asia,Mongolia,2006,455
Asia,Eastern Asia,Mongolia,2007,656
Asia,Eastern Asia,Mongolia,2008,818
Asia,Eastern Asia,Mongolia,2009,754
Asia,Eastern Asia,Mongolia,2010,520
Asia,Eastern Asia,Mongolia,2011,536
Asia,Eastern Asia,Mongolia,2012,552
Asia,Eastern Asia,Mongolia,2013,620
Asia,Eastern Asia,Mongolia,2014,686
Asia,Eastern Asia,Mongolia,2015,537
Asia,Eastern Asia,Mongolia,2016,474
Asia,Eastern Asia,Mongolia,2017,1233
Asia,Eastern Asia,Republic of Korea,2003,7292
Asia,Eastern Asia,Republic of Korea,2004,5832
Asia,Eastern Asia,Republic of Korea,2005,5170
Asia,Eastern Asia,Republic of Korea,2006,4848
Asia,Eastern Asia,Republic of Korea,2007,4452
Asia,Eastern Asia,Republic of Korea,2008,4841
Asia,Eastern Asia,Republic of Korea,2009,6367
Asia,Eastern Asia,Republic of Korea,2010,4409
Asia,Eastern Asia,Republic of Korea,2011,3994
Asia,Eastern Asia,Republic of Korea,2012,2586
Asia,Eastern Asia,Republic of Korea,2013,1980
Asia,Eastern Asia,Republic of Korea,2014,1586
Asia,Eastern Asia,Republic of Korea,2015,1446
Asia,Eastern Asia,Republic of Korea,2016,1149
Asia,Eastern Asia,Republic of Korea,2017,967
Asia,South-Eastern Asia,Brunei Darussalam,2003,16
Asia,South-Eastern Asia,Brunei Darussalam,2004,11
Asia,South-Eastern Asia,Brunei Darussalam,2005,9
Asia,South-Eastern Asia,Brunei Darussalam,2006,2
Asia,South-Eastern Asia,Indonesia,2008,9742
Asia,South-Eastern Asia,Indonesia,2009,10933
Asia,South-Eastern Asia,Indonesia,2010,9910
Asia,South-Eastern Asia,Indonesia,2011,11207
Asia,South-Eastern Asia,Indonesia,2012,12355
Asia,South-Eastern Asia,Indonesia,2013,12045
Asia,South-Eastern Asia,Indonesia,2014,11758
Asia,South-Eastern Asia,Indonesia,2015,11776
Asia,South-Eastern Asia,Indonesia,2016,12095
Asia,South-Eastern Asia,Indonesia,2017,10692
Asia,South-Eastern Asia,Malaysia,2005,15409
Asia,South-Eastern Asia,Malaysia,2006,21419
Asia,South-Eastern Asia,Myanmar,2009,18
Asia,South-Eastern Asia,Myanmar,2010,13
Asia,South-Eastern Asia,Myanmar,2011,10
Asia,South-Eastern Asia,Myanmar,2012,10
Asia,South-Eastern Asia,Myanmar,2013,121
Asia,South-Eastern Asia,Myanmar,2014,116
Asia,South-Eastern Asia,Myanmar,2015,146
Asia,South-Eastern Asia,Myanmar,2016,179
Asia,South-Eastern Asia,Philippines,2003,7536
Asia,South-Eastern Asia,Philippines,2004,7558
Asia,South-Eastern Asia,Philippines,2005,7723
Asia,South-Eastern Asia,Philippines,2006,7313
Asia,South-Eastern Asia,Philippines,2007,6520
Asia,South-Eastern Asia,Philippines,2008,6584
Asia,South-Eastern Asia,Philippines,2009,45063
Asia,South-Eastern Asia,Philippines,2010,36121
Asia,South-Eastern Asia,Philippines,2011,31037
